Gerçek_Fiyat,Tahmin_Fiyat,Hata,Mutlak_Hata,Yüzde_Hata,Tahmin_MLP,Tahmin_LSTM,Tahmin_Transformer,Tahmin_Ensemble,Tahmin_Basit_Ensemble
68518.09,73121.805,4603.711,4603.711,6.718971,59091.85,62697.76,73121.805,62524.266,64970.47
69394.555,72348.86,2954.3047,2954.3047,4.2572575,57573.305,62286.867,72348.86,61656.508,64069.676
68296.22,72299.484,4003.2656,4003.2656,5.8616214,58685.965,63038.99,72299.484,62453.24,64674.812
67578.09,71623.766,4045.6719,4045.6719,5.986662,58621.375,62507.23,71623.766,62080.58,64250.793
68364.99,70977.195,2612.2031,2612.2031,3.8209662,58866.812,62210.863,70977.195,61947.977,64018.293
67491.414,70036.2,2544.789,2544.789,3.7705374,58455.723,62438.94,70036.2,61803.703,63643.625
67706.94,68362.14,655.2031,655.2031,0.9677046,57654.645,61872.65,68362.14,61023.824,62629.812
67751.6,68197.2,445.60156,445.60156,0.6576989,57251.094,62070.71,68197.2,60954.91,62506.332
68804.78,67863.86,-940.9219,940.9219,-1.367524,57054.02,62277.76,67863.86,60949.043,62398.547
70567.766,67228.34,-3339.4219,3339.4219,-4.7322197,57949.414,62958.484,67228.34,61561.324,62712.082
71082.82,67495.22,-3587.6016,3587.6016,-5.0470724,57739.742,63927.406,67495.22,62008.246,63054.125
70757.164,67723.875,-3033.289,3033.289,-4.2869,58411.88,64228.277,67723.875,62440.332,63454.676
69342.586,67750.3,-1592.2891,1592.2891,-2.2962642,57774.375,63980.74,67750.3,62077.402,63168.47
69305.77,66863.4,-2442.375,2442.375,-3.5240571,57316.89,63032.656,66863.4,61320.44,62404.312
69647.99,66346.86,-3301.1328,3301.1328,-4.7397385,57694.098,63083.215,66346.86,61429.426,62374.723
69512.28,65899.79,-3612.4922,3612.4922,-5.1969123,56877.266,63131.445,65899.79,61096.79,61969.5
67332.03,65193.016,-2139.0156,2139.0156,-3.1768174,58547.727,62923.043,65193.016,61537.367,62221.26
68241.19,63762.836,-4478.3516,4478.3516,-6.562535,57719.375,61353.12,63762.836,60261.695,60945.113
66756.4,64584.91,-2171.4883,2171.4883,-3.252854,57788.344,62184.62,64584.91,60805.836,61519.293
66011.09,63380.06,-2631.0352,2631.0352,-3.9857469,56485.453,61120.83,63380.06,59636.3,60328.78
66191.0,62350.77,-3840.2305,3840.2305,-5.801741,56326.004,60355.496,62350.77,59068.56,59677.42
66639.05,61314.312,-5324.7344,5324.7344,-7.9904118,55668.695,60262.438,61314.312,58656.83,59081.812
66490.3,61858.117,-4632.1797,4632.1797,-6.9667006,54876.543,60698.32,61858.117,58643.867,59144.324
65140.746,61532.41,-3608.336,3608.336,-5.539292,55049.707,60441.285,61532.41,58540.58,59007.8
64960.297,60109.09,-4851.207,4851.207,-7.467957,52769.836,59384.297,60109.09,56982.977,57421.074
64828.656,59699.66,-5128.996,5128.996,-7.9116187,52869.668,59193.555,59699.66,56876.57,57254.293
64096.2,58924.52,-5171.6797,5171.6797,-8.068621,51903.133,58905.598,58924.52,56278.67,56577.75
64252.574,57995.82,-6256.754,6256.754,-9.737748,52479.75,58240.4,57995.82,56049.875,56238.656
63180.797,57681.727,-5499.0703,5499.0703,-8.703705,52984.46,58213.87,57681.727,56190.24,56293.355
60277.414,56450.605,-3826.8086,3826.8086,-6.3486605,53661.61,57504.664,56450.605,55942.44,55872.293
61804.64,53599.52,-8205.121,8205.121,-13.275898,51225.203,55287.586,53599.52,53571.227,53370.77
60811.277,54121.88,-6689.3984,6689.3984,-11.00026,51791.84,56294.957,54121.88,54358.203,54069.56
61604.8,52819.824,-8784.977,8784.977,-14.260215,49914.6,55557.395,52819.824,53128.832,52763.94
60320.137,53520.9,-6799.2383,6799.2383,-11.271921,50115.043,56090.457,53520.9,53556.04,53242.137
60887.38,51889.78,-8997.598,8997.598,-14.777443,49947.066,55307.125,51889.78,52907.746,52381.324
62678.29,52913.79,-9764.5,9764.5,-15.57876,50600.418,56148.71,52913.79,53699.312,53220.97
62851.98,54374.08,-8477.902,8477.902,-13.48868,51097.25,57396.39,54374.08,54689.168,54289.24
62029.016,54587.992,-7441.0234,7441.0234,-11.996037,51130.613,57466.29,54587.992,54761.652,54394.97
60173.92,54359.105,-5814.8164,5814.8164,-9.663349,50445.293,56692.688,54359.105,54082.875,53832.363
56977.703,52656.312,-4321.3906,4321.3906,-7.5843534,49875.246,55291.633,52656.312,52959.652,52607.73
56662.375,49332.906,-7329.4688,7329.4688,-12.935336,47385.94,52868.48,49332.906,50409.727,49862.44
58303.54,48036.44,-10267.098,10267.098,-17.609734,47674.664,52023.293,48036.44,49939.168,49244.797
55849.11,50984.977,-4864.133,4864.133,-8.709419,48175.48,53164.848,50984.977,51044.76,50775.105
56705.098,49020.23,-7684.867,7684.867,-13.55234,46371.715,51530.51,49020.23,49309.406,48974.152
58009.223,49606.918,-8402.305,8402.305,-14.484429,46927.207,52354.18,49606.918,50005.55,49629.438
57742.496,51575.832,-6166.664,6166.664,-10.679594,47911.152,53788.14,51575.832,51331.125,51091.707
57344.914,51227.32,-6117.5938,6117.5938,-10.668067,47770.207,53681.996,51227.32,51184.477,50893.176
57899.465,50126.176,-7773.289,7773.289,-13.425493,46941.82,53245.332,50126.176,50525.496,50104.44
59231.953,50539.496,-8692.457,8692.457,-14.675283,47725.703,53825.68,50539.496,51163.35,50696.957
60787.793,52804.848,-7982.9453,7982.9453,-13.132482,47256.82,54896.246,52804.848,51791.223,51652.637
64870.152,54759.562,-10110.59,10110.59,-15.585889,49248.95,56083.832,54759.562,53367.734,53364.113
65097.15,57725.402,-7371.746,7371.746,-11.324223,51457.16,58818.496,57725.402,55930.918,56000.355
64118.793,59271.777,-4847.0156,4847.0156,-7.5594306,53423.23,58449.31,59271.777,56655.406,57048.105
63974.066,59871.613,-4102.453,4102.453,-6.412681,52250.363,57857.14,59871.613,55980.188,56659.703
66710.16,61421.676,-5288.4805,5288.4805,-7.927549,53220.42,58143.574,61421.676,56666.367,57595.223
67163.65,63487.44,-3676.207,3676.207,-5.4735074,53989.03,60526.934,63487.44,58407.51,59334.47
68154.52,64821.797,-3332.7266,3332.7266,-4.8899565,55344.273,60898.945,64821.797,59257.65,60355.004
67585.25,64964.54,-2620.711,2620.711,-3.8776376,57731.547,61906.69,64964.54,60685.387,61534.26
65927.67,65582.305,-345.3672,345.3672,-0.5238577,57867.246,61898.83,65582.305,60802.27,61782.793
65372.133,65959.695,587.5625,587.5625,0.8987966,56045.74,61081.168,65959.695,59743.03,61028.863
65777.23,65945.484,168.25781,168.25781,0.2557995,55639.023,60734.566,65945.484,59411.492,60773.027
67912.06,65826.82,-2085.2422,2085.2422,-3.0705035,55220.88,60737.344,65826.82,59242.484,60595.01
67813.336,66375.1,-1438.2344,1438.2344,-2.1208725,55579.992,62080.676,66375.1,60126.273,61345.26
68255.87,66515.555,-1740.3125,1740.3125,-2.5496893,55761.535,62106.89,66515.555,60223.74,61461.324
66819.914,66598.28,-221.63281,221.63281,-0.33168676,57088.277,62831.73,66598.28,61101.855,62172.76
66201.016,66086.445,-114.57031,114.57031,-0.17306429,56212.35,61853.688,66086.445,60214.938,61384.16
64619.25,64988.848,369.59766,369.59766,0.5719622,54149.402,61450.176,64988.848,59109.805,60196.14
65357.5,62530.746,-2826.754,2826.754,-4.325064,53735.582,60061.35,62530.746,57965.97,58775.895
61415.066,62686.57,1271.5039,1271.5039,2.0703452,53918.44,60409.4,62686.57,58230.23,59004.8
60680.094,58609.78,-2070.3125,2070.3125,-3.4118478,51624.5,57510.008,58609.78,55424.832,55914.76
58116.977,57880.8,-236.17578,236.17578,-0.40638,51100.07,56988.105,57880.8,54878.535,55322.99
53991.457,55450.22,1458.7617,1458.7617,2.701838,48954.883,54976.266,55450.22,52769.215,53127.125
56034.316,51391.652,-4642.664,4642.664,-8.285395,46410.383,51473.047,51391.652,49563.062,49758.36
55027.46,52333.016,-2694.4453,2694.4453,-4.8965464,46354.875,51846.824,52333.016,49839.934,50178.24
61710.137,51871.496,-9838.641,9838.641,-15.943315,46235.527,51195.113,51871.496,49409.63,49767.38
60880.113,57569.383,-3310.7305,3310.7305,-5.4381146,50021.402,55652.207,57569.383,53755.215,54414.332
60945.812,58834.062,-2111.75,2111.75,-3.4649632,50468.78,55541.387,58834.062,54009.72,54948.08
58719.484,60218.45,1498.9648,1498.9648,2.5527556,51216.586,56399.89,60218.45,54886.21,55944.973
59354.516,57473.34,-1881.1758,1881.1758,-3.1693895,51121.664,54746.684,57473.34,53694.42,54447.23
60609.566,58485.875,-2123.6914,2123.6914,-3.5038881,50405.348,55478.258,58485.875,53914.2,54789.83
58737.27,60698.195,1960.9258,1960.9258,3.3384695,50884.05,56056.125,60698.195,54639.91,55879.457
57560.098,57978.176,418.07812,418.07812,0.72633326,49406.41,54664.32,57978.176,53065.48,54016.3
58894.1,57139.367,-1754.7344,1754.7344,-2.979474,48965.45,54158.62,57139.367,52546.367,53421.145
59478.973,58040.3,-1438.6719,1438.6719,-2.4187908,50287.91,55626.797,58040.3,53895.605,54651.668
58483.965,58949.973,466.0078,466.0078,0.79681295,50940.168,56248.56,58949.973,54561.418,55379.566
59493.453,57149.227,-2344.2266,2344.2266,-3.94031,50196.598,54918.945,57149.227,53398.484,54088.26
59012.793,57515.605,-1497.1875,1497.1875,-2.537056,50476.668,55671.1,57515.605,53929.72,54554.457
61175.19,56908.984,-4266.207,4266.207,-6.973753,50352.793,55350.277,56908.984,53650.473,54204.02
60381.914,59000.62,-1381.293,1381.293,-2.2875938,51566.785,57052.723,59000.62,55213.598,55873.375
64094.355,58295.152,-5799.203,5799.203,-9.047915,51126.613,56175.492,58295.152,54519.91,55199.09
64178.992,59903.71,-4275.2812,4275.2812,-6.661496,52065.91,58752.36,59903.71,56372.312,56907.324
64333.547,60976.13,-3357.418,3357.418,-5.218767,51979.438,58627.285,60976.13,56397.324,57194.28
62880.66,61532.65,-1348.0117,1348.0117,-2.143762,52232.11,58915.434,61532.65,56702.54,57560.062
59504.133,61261.88,1757.7461,1757.7461,2.95399,52095.863,57829.316,61261.88,56065.375,57062.355
59027.625,58124.61,-903.0156,903.0156,-1.5298187,50449.645,55391.742,58124.61,53845.684,54655.332
59388.184,58227.215,-1160.9688,1160.9688,-1.9548817,48308.36,54939.816,58227.215,52822.285,53825.13
59119.477,57760.473,-1359.0039,1359.0039,-2.2987413,48911.516,55268.812,57760.473,53164.11,53980.266
58969.9,58360.64,-609.2578,609.2578,-1.0331675,48379.08,55113.402,58360.64,52952.7,53951.043
57325.49,58017.21,691.72266,691.72266,1.2066581,48902.055,55169.53,58017.21,53138.867,54029.598
59112.48,57061.99,-2050.4922,2050.4922,-3.4687974,49057.543,54354.527,57061.99,52672.35,53491.355
57431.023,57811.527,380.5039,380.5039,0.6625407,51148.37,55639.957,57811.527,54199.492,54866.62
57971.54,55244.79,-2726.75,2726.75,-4.703601,49873.77,54107.992,55244.79,52646.98,53075.52
56160.492,55664.86,-495.6328,495.6328,-0.88252926,49408.39,54233.58,55664.86,52584.035,53102.277
53948.754,53776.43,-172.32422,172.32422,-0.31942207,49202.34,52648.465,53776.43,51482.344,51875.746
54139.688,52038.035,-2101.6523,2101.6523,-3.881907,46980.227,50916.21,52038.035,49565.48,49978.156
54841.566,51938.805,-2902.7617,2902.7617,-5.2929955,47156.76,50862.957,51938.805,49593.29,49986.176
57019.535,52112.676,-4906.8594,4906.8594,-8.605576,46981.082,51425.754,52112.676,49834.79,50173.17
57648.71,54222.1,-3426.6094,3426.6094,-5.943948,47802.316,52950.04,54222.1,51161.37,51658.156
57343.17,55361.133,-1982.0391,1982.0391,-3.4564517,47286.832,53614.082,55361.133,51436.348,52087.348
58127.01,56746.88,-1380.1328,1380.1328,-2.3743398,48343.574,53632.633,56746.88,51999.496,52907.69
60571.3,57873.41,-2697.8906,2697.8906,-4.454074,49122.75,54225.01,57873.41,52722.49,53740.39
60005.12,59225.32,-779.8008,779.8008,-1.2995571,50899.086,56108.223,59225.32,54505.418,55410.875
59182.836,58721.203,-461.6328,461.6328,-0.7800113,50257.098,55299.797,58721.203,53793.938,54759.363
58192.508,58037.844,-154.66406,154.66406,-0.26578003,49418.355,54652.016,58037.844,53070.43,54036.074
60308.54,57498.023,-2810.5156,2810.5156,-4.6602283,49610.19,54098.57,57498.023,52798.344,53735.594
61649.68,59128.938,-2520.7422,2520.7422,-4.0888166,50685.855,55959.88,59128.938,54338.594,55258.223
62940.457,60352.77,-2587.6875,2587.6875,-4.111326,51594.934,56751.516,60352.77,55223.266,56233.074
63192.977,61376.496,-1816.4805,1816.4805,-2.8744974,52384.688,57728.86,61376.496,56135.426,57163.348
63394.84,62405.766,-989.0742,989.0742,-1.5601809,52857.008,58215.22,62405.766,56677.992,57826.0
63648.71,63154.42,-494.28906,494.28906,-0.7765893,53356.086,58831.695,63154.42,57265.36,58447.402
63329.8,63592.305,262.5039,262.5039,0.41450298,52659.75,59125.926,63592.305,57203.95,58459.324
64301.97,62897.793,-1404.1758,1404.1758,-2.1837213,52711.793,58703.918,62897.793,56929.062,58104.5
63143.15,63112.516,-30.632812,30.632812,-0.04851328,53386.684,59362.945,63112.516,57543.742,58620.715
65181.02,62814.348,-2366.6719,2366.6719,-3.630922,52375.2,58564.83,62814.348,56722.125,57918.125
65790.664,63251.84,-2538.8242,2538.8242,-3.858943,54095.926,60186.867,63251.84,58247.086,59178.215
65887.65,63737.363,-2150.2852,2150.2852,-3.2635634,54819.363,60615.105,63737.363,58792.64,59723.94
65635.305,63705.375,-1929.9297,1929.9297,-2.9403834,54960.586,60814.45,63705.375,58943.97,59826.8
63329.5,63328.188,-1.3125,1.3125,-0.0020724938,54912.598,60592.312,63328.188,58769.664,59611.03
60837.008,61699.973,862.96484,862.96484,1.4184867,55231.25,58957.973,61699.973,57869.266,58629.73
60632.79,58281.184,-2351.6055,2351.6055,-3.8784385,52788.023,56859.527,58281.184,55491.867,55976.246
60759.406,57170.734,-3588.6719,3588.6719,-5.9063644,52933.22,56475.43,57170.734,55224.242,55526.457
62067.477,58030.26,-4037.2148,4037.2148,-6.504558,53172.848,56491.734,58030.26,55419.875,55898.28
62089.95,59691.785,-2398.164,2398.164,-3.862403,53688.793,57460.812,59691.785,56297.23,56947.13
62818.953,60730.9,-2088.0547,2088.0547,-3.3239245,52543.074,58001.414,60730.9,56261.152,57091.793
62236.66,61415.086,-821.5742,821.5742,-1.3200809,53154.633,58981.37,61415.086,57069.305,57850.363
62131.97,60564.008,-1567.9609,1567.9609,-2.5235977,53373.86,58669.004,60564.008,56895.527,57535.625
60582.1,60609.625,27.523438,27.523438,0.045431633,52243.79,58584.832,60609.625,56433.367,57146.082
60274.5,58688.24,-1586.2617,1586.2617,-2.6317294,51989.83,57032.215,58688.24,55326.574,55903.426
62445.09,58664.773,-3780.3164,3780.3164,-6.053825,51480.965,56532.31,58664.773,54877.254,55559.348
63193.023,60665.477,-2527.5469,2527.5469,-3.9997246,53246.266,58064.676,60665.477,56550.1,57325.47
62851.375,61727.96,-1123.4141,1123.4141,-1.7874136,53649.03,58614.78,61727.96,57102.91,57997.26
66046.125,61722.027,-4324.0977,4324.0977,-6.5470877,54808.54,58266.93,61722.027,57359.71,58265.832
67041.11,62999.65,-4041.461,4041.461,-6.0283327,56590.9,60540.547,62999.65,59336.11,60043.7
67612.72,63609.863,-4002.8555,4002.8555,-5.92027,56670.312,61044.945,63609.863,59692.92,60441.707
67399.836,63692.164,-3707.6719,3707.6719,-5.5010104,56665.668,61215.98,63692.164,59787.953,60524.605
68418.79,63337.844,-5080.9453,5080.9453,-7.4262424,57041.316,61050.316,63337.844,59804.16,60476.49
68362.734,63773.88,-4588.8555,4588.8555,-6.7125106,56440.836,61964.207,63773.88,60095.38,60726.31
69001.7,64177.453,-4824.25,4824.25,-6.9914947,57296.07,62039.008,64177.453,60500.42,61170.844
67367.85,64001.336,-3366.5156,3366.5156,-4.997214,58373.83,62571.117,64001.336,61157.195,61648.76
67361.41,63723.06,-3638.3477,3638.3477,-5.4012346,56879.43,61361.676,63723.06,59946.21,60654.723
66432.195,63771.973,-2660.2227,2660.2227,-4.004418,56543.832,61511.566,63771.973,59902.39,60609.125
68161.055,63677.918,-4483.1367,4483.1367,-6.5772705,55020.016,60876.598,63677.918,58994.95,59858.176
66642.414,63884.82,-2757.5938,2757.5938,-4.137896,56596.6,62032.71,63884.82,60201.45,60838.043
67014.695,62727.832,-4286.8633,4286.8633,-6.3969,57178.84,60711.117,62727.832,59613.29,60205.926
67929.3,62319.605,-5609.6914,5609.6914,-8.258133,57102.11,61273.523,62319.605,59825.824,60231.746
69907.76,62358.426,-7549.332,7549.332,-10.79899,57715.004,62094.277,62358.426,60479.992,60722.566
72720.49,62971.184,-9749.309,9749.309,-13.406549,57647.234,63423.395,62971.184,61203.54,61347.27
72339.54,64106.58,-8232.961,8232.961,-11.380998,59732.023,64819.992,64106.58,62828.94,62886.2
70215.19,64304.13,-5911.0586,5911.0586,-8.41849,59201.16,64574.477,64304.13,62526.46,62693.254
69482.47,64481.773,-5000.6953,5000.6953,-7.1970606,58243.285,63360.75,64481.773,61566.34,62028.605
69289.27,64689.21,-4600.0625,4600.0625,-6.6389246,58289.5,62996.82,64689.21,61421.098,61991.844
68741.12,65646.336,-3094.7812,3094.7812,-4.502082,56998.88,63077.77,65646.336,61086.305,61907.66
67811.51,64907.645,-2903.8633,2903.8633,-4.2822576,57345.887,62403.61,64907.645,60788.234,61552.38
69359.56,63611.996,-5747.5664,5747.5664,-8.286624,56771.27,61857.805,63611.996,60146.703,60747.027
75639.08,65390.746,-10248.332,10248.332,-13.548991,58389.824,63207.742,65390.746,61646.047,62329.438
75904.86,67976.984,-7927.875,7927.875,-10.4444895,62082.72,66398.83,67976.984,64957.047,65486.176
76545.48,68848.47,-7697.008,7697.008,-10.05547,63688.996,66546.42,68848.47,65734.27,66361.3
76778.87,69357.99,-7420.875,7420.875,-9.665257,63213.55,66987.1,69357.99,65838.79,66519.555
80474.19,69591.195,-10882.992,10882.992,-13.5235815,63438.793,67271.57,69591.195,66095.22,66767.19
88701.484,70891.73,-17809.758,17809.758,-20.078308,66032.98,68920.38,70891.73,68059.53,68615.03
87955.81,72229.65,-15726.164,15726.164,-17.87962,70198.85,71235.125,72229.65,70958.67,71221.21
90584.164,72642.91,-17941.258,17941.258,-19.806175,70084.36,69893.67,72642.91,70276.57,70873.65
87250.43,73284.29,-13966.141,13966.141,-16.006958,72488.41,70547.79,73284.29,71586.25,72106.82
91066.01,73607.23,-17458.781,17458.781,-19.171568,73333.59,69053.45,73607.23,71176.06,71998.09
90558.48,74471.51,-16086.969,16086.969,-17.764177,75292.33,70550.13,74471.51,72774.61,73437.99
89845.85,75344.39,-14501.461,14501.461,-16.140379,75148.586,69844.19,75344.39,72458.52,73445.73
90542.64,75547.62,-14995.023,14995.023,-16.561283,74162.7,69761.55,75547.62,72069.125,73157.29
92343.79,75758.27,-16585.516,16585.516,-17.960619,75223.984,70081.62,75758.27,72655.1,73687.96
94339.49,76029.36,-18310.133,18310.133,-19.408768,75557.12,71317.6,76029.36,73442.85,74301.36
98504.73,76262.69,-22242.04,22242.04,-22.579666,76571.79,71943.88,76262.69,74170.45,74926.12
98997.664,76396.516,-22601.148,22601.148,-22.82998,78719.72,73134.99,76396.516,75601.086,76083.74
97777.27,76518.81,-21258.46,21258.46,-21.74172,79762.8,73232.74,76518.81,76056.53,76504.78
98013.82,76506.59,-21507.227,21507.227,-21.943054,80545.2,72886.84,76506.59,76172.04,76646.21
93102.3,76728.29,-16374.008,16374.008,-17.587114,79907.86,73008.95,76728.29,76020.29,76548.37
91985.32,76553.1,-15432.219,15432.219,-16.776829,78079.9,70758.1,76553.1,74163.24,75130.37
95962.53,75916.305,-20046.227,20046.227,-20.88964,75982.59,70244.32,75916.305,73041.0,74047.74
95652.47,76479.74,-19172.727,19172.727,-20.044153,77053.79,71925.36,76479.74,74366.53,75152.97
97461.52,76701.44,-20760.086,20760.086,-21.300802,77563.44,72122.3,76701.44,74683.67,75462.39
96449.055,76961.66,-19487.398,19487.398,-20.20486,78922.35,73016.945,76961.66,75680.8,76300.32
97279.79,77157.14,-20122.648,20122.648,-20.685333,80350.73,73309.945,77157.14,76389.02,76939.27
95865.3,77495.82,-18369.477,18369.477,-19.161758,81643.305,74000.56,77495.82,77265.8,77713.23
96002.164,77673.94,-18328.227,18328.227,-19.091473,81688.125,73195.41,77673.94,76891.1,77519.16
98768.53,77593.17,-21175.36,21175.36,-21.439379,79765.71,73327.984,77593.17,76227.984,76895.62
96593.57,78178.375,-18415.195,18415.195,-19.06462,80903.09,74202.125,78178.375,77168.234,77761.195
99920.71,78481.82,-21438.89,21438.89,-21.455904,80340.97,72910.15,78481.82,76330.94,77244.31
99923.336,78806.375,-21116.96,21116.96,-21.133162,82520.93,74390.58,78806.375,77943.125,78572.625
101236.016,79096.125,-22139.89,22139.89,-21.86958,83489.36,74709.3,79096.125,78502.49,79098.26
97432.72,79235.76,-18196.96,18196.96,-18.676437,85029.18,75335.4,79235.76,79416.57,79866.78
96675.43,79136.73,-17538.703,17538.703,-18.141842,83626.8,73343.375,79136.73,77860.266,78702.305
101173.03,78821.94,-22351.094,22351.094,-22.09195,82020.234,73335.1,78821.94,77217.22,78059.09
100043.0,79383.76,-20659.242,20659.242,-20.650364,84131.48,74810.99,79383.76,78828.14,79442.07
101459.26,79574.48,-21884.781,21884.781,-21.570019,83201.125,74276.44,79574.48,78227.12,79017.34
101372.97,79519.875,-21853.094,21853.094,-21.557121,83228.78,74824.58,79519.875,78511.59,79191.08
104298.695,79530.89,-24767.805,24767.805,-23.746994,82438.39,75172.17,79530.89,78393.81,79047.15
106029.72,79537.91,-26491.812,26491.812,-24.98527,86112.58,76208.21,79537.91,80303.82,80619.56
106140.6,79516.99,-26623.61,26623.61,-25.083342,86713.42,76112.2,79516.99,80477.95,80780.875
100041.54,79478.09,-20563.445,20563.445,-20.554907,86616.05,76115.53,79478.09,80438.69,80736.555
97490.95,79196.055,-18294.898,18294.898,-18.76574,84658.48,73631.09,79196.055,78401.445,79161.875
97755.93,78704.97,-19050.96,19050.96,-19.48829,83585.664,72973.2,78704.97,77606.664,78421.28
97224.73,78520.75,-18703.977,18703.977,-19.23788,82362.0,72665.92,78520.75,76969.266,77849.555
95104.94,77615.92,-17489.016,17489.016,-18.389177,79947.43,72321.01,77615.92,75783.89,76628.12
94686.24,77152.07,-17534.172,17534.172,-18.518183,78217.766,71276.51,77152.07,74547.9,75548.78
98676.09,76886.805,-21789.29,21789.29,-22.081629,78179.74,71568.85,76886.805,74653.07,75545.13
99299.195,77955.06,-21344.133,21344.133,-21.494768,79520.54,73711.87,77955.06,76373.2,77062.49
95795.516,78030.51,-17765.008,17765.008,-18.544718,79244.22,74250.305,78030.51,76553.305,77175.01
94164.86,77430.08,-16734.781,16734.781,-17.771791,76823.59,73054.27,77430.08,74964.945,75769.32
95163.93,76784.52,-18379.406,18379.406,-19.313417,77286.94,72753.28,76784.52,74911.91,75608.25
93530.22,77212.23,-16317.992,16317.992,-17.44676,77521.484,73762.2,77212.23,75564.27,76165.305
92643.21,77038.05,-15605.164,15605.164,-16.84437,77788.7,72877.195,77038.05,75192.36,75901.32
93429.21,76844.01,-16585.203,16585.203,-17.751625,76422.01,72143.5,76844.01,74282.11,75136.5
