date,open_SAR,open_USD,high_SAR,high_USD,low_SAR,low_USD,close_SAR,close_USD,volume
,,BTC-USD,,BTC-USD,,BTC-USD,,BTC-USD,BTC-USD
2016-01-31,1418.598747253418,378.2929992675781,1426.3011932373047,380.34698486328125,1379.381217956543,367.8349914550781,1382.8762435913086,368.7669982910156,37894300
2016-02-01,1385.0625228881836,369.3500061035156,1417.7699661254883,378.0719909667969,1379.838752746582,367.9570007324219,1398.9599990844727,373.0559997558594,51656700
2016-02-02,1398.450050354004,372.9200134277344,1409.5612335205078,375.88299560546875,1398.450050354004,372.9200134277344,1404.1799926757812,374.447998046875,40378700
2016-02-03,1404.9224853515625,374.64599609375,1406.0625457763672,374.95001220703125,1380.168800354004,368.0450134277344,1387.3087692260742,369.9490051269531,45933400
2016-02-04,1388.1525421142578,370.17401123046875,1468.5300064086914,391.6080017089844,1387.4737930297852,369.9930114746094,1460.9774780273438,389.593994140625,69285504
2016-02-05,1458.3675384521484,388.89801025390625,1466.6024780273438,391.093994140625,1445.8949661254883,385.5719909667969,1449.5587921142578,386.54901123046875,43825000
2016-02-06,1449.7087097167969,386.5889892578125,1449.8662948608398,386.6310119628906,1396.4512252807617,372.3869934082031,1411.9575119018555,376.5220031738281,49249300
2016-02-07,1411.9275283813477,376.5140075683594,1428.266258239746,380.8710021972656,1405.8863067626953,374.90301513671875,1412.3249816894531,376.6199951171875,37076300
2016-02-08,1412.8387069702148,376.7569885253906,1424.546241760254,379.8789978027344,1400.002555847168,373.3340148925781,1400.4262161254883,373.4469909667969,47671100
2016-02-09,1400.3362655639648,373.4230041503906,1414.672508239746,377.2460021972656,1398.3675384521484,372.89801025390625,1410.1087188720703,376.02899169921875,55318500
2016-02-10,1410.5474853515625,376.14599609375,1445.5612564086914,385.4830017089844,1409.1862106323242,375.7829895019531,1431.1837005615234,381.64898681640625,85130896
2016-02-11,1432.9275512695312,382.114013671875,1436.7375183105469,383.1300048828125,1411.4962005615234,376.39898681640625,1423.7024688720703,379.65399169921875,74375600
2016-02-12,1423.8225173950195,379.6860046386719,1443.577537536621,384.9540100097656,1423.5000228881836,379.6000061035156,1440.9862518310547,384.26300048828125,67042800
2016-02-13,1442.4037170410156,384.6409912109375,1469.4749450683594,391.8599853515625,1442.4037170410156,384.6409912109375,1469.4749450683594,391.8599853515625,61911700
2016-02-14,1473.4950256347656,392.9320068359375,1527.1125411987305,407.2300109863281,1473.4950256347656,392.9320068359375,1527.1125411987305,407.2300109863281,74469800
2016-02-15,1528.3799743652344,407.5679931640625,1538.9287948608398,410.3810119628906,1491.558723449707,397.7489929199219,1500.6937408447266,400.18499755859375,74070496
2016-02-16,1505.3700256347656,401.4320068359375,1533.5437774658203,408.94500732421875,1505.3700256347656,401.4320068359375,1528.0800247192383,407.4880065917969,73093104
2016-02-17,1528.7100219726562,407.656005859375,1579.376220703125,421.1669921875,1525.4399871826172,406.78399658203125,1561.2074661254883,416.3219909667969,83193600
2016-02-18,1562.1449661254883,416.5719909667969,1597.485008239746,425.9960021972656,1558.6425018310547,415.63800048828125,1583.898696899414,422.37298583984375,76752600
2016-02-19,1585.2375411987305,422.7300109863281,1586.6400146484375,423.10400390625,1566.0150146484375,417.60400390625,1577.9437637329102,420.7850036621094,55711300
2016-02-20,1581.0037994384766,421.60101318359375,1657.4400329589844,441.9840087890625,1581.0037994384766,421.60101318359375,1639.365005493164,437.16400146484375,93992096
2016-02-21,1641.6487884521484,437.77301025390625,1680.172462463379,448.0459899902344,1609.0387344360352,429.0769958496094,1645.4925155639648,438.7980041503906,89820704
2016-02-22,1646.2088012695312,438.989013671875,1646.418800354004,439.0450134277344,1623.438720703125,432.9169921875,1641.554946899414,437.74798583984375,85385200
2016-02-23,1643.4562683105469,438.2550048828125,1649.4675064086914,439.8580017089844,1566.8288040161133,417.8210144042969,1577.7599716186523,420.7359924316406,85244896
2016-02-24,1578.584976196289,420.95599365234375,1595.8124542236328,425.54998779296875,1552.1512985229492,413.9070129394531,1593.581199645996,424.9549865722656,67743696
2016-02-25,1593.8887023925781,425.0369873046875,1603.9462280273438,427.718994140625,1576.556282043457,420.4150085449219,1592.040023803711,424.54400634765625,70798000
2016-02-26,1592.358741760254,424.6289978027344,1620.5700302124023,432.1520080566406,1581.0749816894531,421.6199951171875,1620.5700302124023,432.1520080566406,61486000
2016-02-27,1623.1462097167969,432.8389892578125,1628.3662033081055,434.2309875488281,1605.3862380981445,428.1029968261719,1621.9462966918945,432.5190124511719,41893600
2016-02-28,1622.1413040161133,432.5710144042969,1633.8113021850586,435.6830139160156,1589.3250274658203,423.82000732421875,1625.639991760254,433.5039978027344,53033400
2016-02-29,1625.3924560546875,433.43798828125,1655.6512069702148,441.5069885253906,1618.8487243652344,431.6929931640625,1641.3637161254883,437.6969909667969,60694700
2016-03-01,1642.188720703125,437.9169921875,1648.6988067626953,439.65301513671875,1621.1962509155273,432.3190002441406,1631.711196899414,435.12298583984375,74895800
2016-03-02,1631.7412948608398,435.1310119628906,1634.688720703125,435.9169921875,1589.9588012695312,423.989013671875,1589.9588012695312,423.989013671875,74955296
2016-03-03,1589.6699523925781,423.9119873046875,1595.148696899414,425.37298583984375,1572.7912902832031,419.4110107421875,1581.1912536621094,421.6510009765625,100484000
2016-03-04,1581.884994506836,421.83599853515625,1594.4175338745117,425.1780090332031,1541.0212326049805,410.9389953613281,1541.0212326049805,410.9389953613281,90856096
2016-03-05,1540.4287719726562,410.781005859375,1542.2137069702148,411.2569885253906,1477.6312637329102,394.0350036621094,1502.1375274658203,400.57000732421875,135384992
2016-03-06,1501.9687271118164,400.5249938964844,1544.6512985229492,411.9070129394531,1484.1675567626953,395.77801513671875,1528.901252746582,407.7070007324219,91212496
2016-03-07,1529.0887069702148,407.7569885253906,1559.688720703125,415.9169921875,1523.6587142944336,406.3089904785156,1553.7038040161133,414.3210144042969,85762400
2016-03-08,1554.2437362670898,414.4649963378906,1560.9112930297852,416.2430114746094,1541.6024780273438,411.093994140625,1552.3949432373047,413.97198486328125,70311696
2016-03-09,1552.1025466918945,413.8940124511719,1560.1200485229492,416.0320129394531,1543.5224533081055,411.6059875488281,1555.7249450683594,414.8599853515625,70012304
2016-03-10,1555.2899551391602,414.7439880371094,1565.6699752807617,417.5119934082031,1549.691276550293,413.2510070800781,1564.2412948608398,417.1310119628906,81022896
2016-03-11,1564.6425247192383,417.2380065917969,1589.7224807739258,423.9259948730469,1563.7987518310547,417.01300048828125,1581.3375091552734,421.69000244140625,73969696
2016-03-12,1581.0187911987305,421.6050109863281,1581.731300354004,421.7950134277344,1537.8524780273438,410.093994140625,1543.589973449707,411.6239929199219,92712896
2016-03-13,1543.6800384521484,411.64801025390625,1562.2650146484375,416.60400390625,1543.6574935913086,411.6419982910156,1552.7437591552734,414.06500244140625,74322800
2016-03-14,1553.2537078857422,414.20098876953125,1562.5649642944336,416.6839904785156,1553.2537078857422,414.20098876953125,1561.6424560546875,416.43798828125,95259400
2016-03-15,1561.4550018310547,416.38800048828125,1567.9912948608398,418.1310119628906,1556.1936950683594,414.9849853515625,1563.112449645996,416.8299865722656,66781700
2016-03-16,1563.3300018310547,416.88800048828125,1566.3225173950195,417.6860046386719,1559.6699523925781,415.9119873046875,1563.7911987304688,417.010986328125,65185800
2016-03-17,1567.0837783813477,417.8890075683594,1578.738784790039,420.99700927734375,1567.0837783813477,417.8890075683594,1577.328758239746,420.6210021972656,83528600
2016-03-18,1577.0512390136719,420.5469970703125,1577.0512390136719,420.5469970703125,1523.0137252807617,406.1369934082031,1535.8050155639648,409.5480041503906,104940000
2016-03-19,1534.7438049316406,409.2650146484375,1541.1900329589844,410.9840087890625,1527.1125411987305,407.2300109863281,1539.1650009155273,410.4440002441406,58423000
2016-03-20,1539.0037536621094,410.4010009765625,1554.84375,414.625,1539.0037536621094,410.4010009765625,1551.5812683105469,413.7550048828125,45947900
2016-03-21,1550.317497253418,413.4179992675781,1550.317497253418,413.4179992675781,1538.9287948608398,410.3810119628906,1549.9012756347656,413.3070068359375,61655400
2016-03-22,1549.2449569702148,413.1319885253906,1568.90625,418.375,1546.9912719726562,412.531005859375,1567.8337097167969,418.0889892578125,66813300
2016-03-23,1568.1037902832031,418.1610107421875,1572.2550201416016,419.26800537109375,1565.1150512695312,417.364013671875,1567.653694152832,418.0409851074219,61444200
2016-03-24,1569.0900421142578,418.42401123046875,1570.0499725341797,418.67999267578125,1558.0724716186523,415.4859924316406,1561.4775466918945,416.3940124511719,68346704
2016-03-25,1561.9049835205078,416.50799560546875,1567.799949645996,418.0799865722656,1558.3425521850586,415.5580139160156,1564.4137573242188,417.177001953125,52560000
2016-03-26,1565.1187133789062,417.364990234375,1571.2012481689453,418.98699951171875,1560.9712600708008,416.2590026855469,1567.2937774658203,417.94500732421875,44650400
2016-03-27,1568.0250549316406,418.1400146484375,1607.9887390136719,428.7969970703125,1566.416244506836,417.71099853515625,1600.3688049316406,426.7650146484375,71229400
2016-03-28,1599.5550155639648,426.5480041503906,1600.7137298583984,426.85699462890625,1587.348747253418,423.2929992675781,1590.8662033081055,424.2309875488281,68522800
2016-03-29,1591.1399459838867,424.3039855957031,1598.2612609863281,426.2030029296875,1547.5537490844727,412.6809997558594,1561.9349670410156,416.5159912109375,75411504
2016-03-30,1563.127555847168,416.8340148925781,1563.127555847168,416.8340148925781,1546.860008239746,412.4960021972656,1555.5600357055664,414.8160095214844,66034100
2016-03-31,1557.2137069702148,415.2569885253906,1568.8837051391602,418.3689880371094,1557.2137069702148,415.2569885253906,1562.7337646484375,416.72900390625,60215200
2016-04-01,1562.8500366210938,416.760009765625,1568.1487655639648,418.1730041503906,1559.366226196289,415.83099365234375,1567.349967956543,417.9599914550781,51235700
2016-04-02,1569.0824890136719,418.4219970703125,1582.803726196289,422.08099365234375,1569.0824890136719,418.4219970703125,1578.273696899414,420.87298583984375,45681200
2016-04-03,1579.3987655639648,421.1730041503906,1580.924949645996,421.5799865722656,1573.8637161254883,419.6969909667969,1578.3899688720703,420.90399169921875,38053700
2016-04-04,1579.8712921142578,421.29901123046875,1583.7862014770508,422.3429870605469,1573.5037994384766,419.60101318359375,1580.4150009155273,421.4440002441406,50634300
2016-04-05,1578.8137435913086,421.0169982910156,1590.9637069702148,424.2569885253906,1577.3025512695312,420.614013671875,1590.1124954223633,424.0299987792969,60718000
2016-04-06,1591.0649871826172,424.28399658203125,1591.9762802124023,424.5270080566406,1585.2337646484375,422.72900390625,1587.798728942871,423.4129943847656,59091000
2016-04-07,1588.5749816894531,423.6199951171875,1588.7137985229492,423.6570129394531,1576.9425201416016,420.51800537109375,1585.2937316894531,422.7449951171875,57858600
2016-04-08,1585.9012985229492,422.9070129394531,1595.1037216186523,425.3609924316406,1573.6312866210938,419.635009765625,1576.3087463378906,420.3489990234375,63454700
2016-04-09,1578.0412673950195,420.8110046386719,1578.3412170410156,420.8909912109375,1561.9313049316406,416.5150146484375,1572.7912902832031,419.4110107421875,49792700
2016-04-10,1573.4700393676758,419.5920104980469,1584.1312408447266,422.43499755859375,1572.2137069702148,419.2569885253906,1580.8649826049805,421.5639953613281,73478600
2016-04-11,1582.020034790039,421.87200927734375,1585.2713012695312,422.739013671875,1576.9987106323242,420.5329895019531,1584.3112564086914,422.4830017089844,50747500
2016-04-12,1585.6612014770508,422.8429870605469,1602.2887802124023,427.2770080566406,1585.6612014770508,422.8429870605469,1594.4625091552734,425.19000244140625,70728800
2016-04-13,1596.1199569702148,425.6319885253906,1599.9674606323242,426.6579895019531,1585.934944152832,422.9159851074219,1589.0025329589844,423.7340087890625,69060400
2016-04-14,1589.7562408447266,423.93499755859375,1595.141258239746,425.3710021972656,1586.2987518310547,423.01300048828125,1591.0575485229492,424.2820129394531,45281000
2016-04-15,1591.6012573242188,424.427001953125,1612.2300338745117,429.9280090332031,1591.6012573242188,424.427001953125,1611.4237976074219,429.7130126953125,54801500
2016-04-16,1610.9062957763672,429.57501220703125,1622.34375,432.625,1608.6900329589844,428.9840087890625,1614.6449661254883,430.5719909667969,39392800
2016-04-17,1614.8849487304688,430.635986328125,1617.641258239746,431.3710021972656,1597.796287536621,426.0790100097656,1602.7462005615234,427.39898681640625,52125900
2016-04-18,1603.5412216186523,427.6109924316406,1609.7774505615234,429.27398681640625,1601.572494506836,427.08599853515625,1607.2162628173828,428.59100341796875,55670900
2016-04-19,1607.6362609863281,428.7030029296875,1635.0749588012695,436.0199890136719,1605.3900146484375,428.10400390625,1633.1587600708008,435.5090026855469,52810500
2016-04-20,1632.4650192260742,435.3240051269531,1661.4524459838867,443.0539855957031,1629.0225219726562,434.406005859375,1655.2087783813477,441.3890075683594,72890096
2016-04-21,1655.309944152832,441.4159851074219,1689.5550155639648,450.5480041503906,1653.5699844360352,440.9519958496094,1685.3437042236328,449.42498779296875,68204704
2016-04-22,1686.3299560546875,449.68798828125,1686.7874908447266,449.80999755859375,1665.5624771118164,444.1499938964844,1671.5137481689453,445.73699951171875,58804400
2016-04-23,1671.9787216186523,445.8609924316406,1688.5575485229492,450.2820129394531,1666.241226196289,444.33099365234375,1688.5575485229492,450.2820129394531,50485400
2016-04-24,1689.5999908447266,450.55999755859375,1725.5474853515625,460.14599609375,1683.4800338745117,448.9280090332031,1719.5812225341797,458.55499267578125,68198400
2016-04-25,1721.703758239746,459.1210021972656,1749.8249816894531,466.6199951171875,1700.9700393676758,453.5920104980469,1730.3474807739258,461.4259948730469,87091800
2016-04-26,1731.1800384521484,461.64801025390625,1754.8687362670898,467.9649963378906,1731.078758239746,461.6210021972656,1747.8337097167969,466.0889892578125,78971904
2016-04-27,1748.4824752807617,466.2619934082031,1751.546287536621,467.0790100097656,1665.5025100708008,444.1340026855469,1667.5762939453125,444.68701171875,93564896
2016-04-28,1668.892478942871,445.0379943847656,1685.8162307739258,449.5509948730469,1637.4374771118164,436.6499938964844,1683.7911987304688,449.010986328125,74064704
2016-04-29,1685.2799606323242,449.4079895019531,1707.6900100708008,455.3840026855469,1672.5637435913086,446.0169982910156,1706.6136932373047,455.09698486328125,49258500
2016-04-30,1706.9175338745117,455.1780090332031,1708.451271057129,455.5870056152344,1678.8637161254883,447.6969909667969,1681.1924743652344,448.3179931640625,69322600
2016-05-01,1681.8150329589844,448.4840087890625,1696.7962646484375,452.47900390625,1679.7262573242188,447.927001953125,1694.53125,451.875,40660100
2016-05-02,1694.7488021850586,451.9330139160156,1696.6687774658203,452.44500732421875,1656.6600036621094,441.7760009765625,1667.508773803711,444.66900634765625,92127000
2016-05-03,1667.7262115478516,444.72698974609375,1691.6136932373047,451.09698486328125,1659.8137664794922,442.61700439453125,1688.6399459838867,450.3039855957031,59366400
2016-05-04,1688.1863021850586,450.1830139160156,1688.917465209961,450.37799072265625,1671.1125183105469,445.6300048828125,1675.2074432373047,446.72198486328125,50407300
2016-05-05,1675.166244506836,446.71099853515625,1681.8975448608398,448.5060119628906,1672.0612335205078,445.88299560546875,1679.9100494384766,447.97601318359375,50440800
2016-05-06,1679.7824478149414,447.9419860839844,1730.15625,461.375,1676.5049743652344,447.0679931640625,1723.5112380981445,459.6029968261719,72796800
2016-05-07,1723.6462783813477,459.6390075683594,1727.5312042236328,460.67498779296875,1714.9650192260742,457.3240051269531,1719.5100402832031,458.5360107421875,38364500
2016-05-08,1719.1086959838867,458.4289855957031,1722.813720703125,459.4169921875,1709.9362564086914,455.9830017089844,1719.5550155639648,458.5480041503906,40315000
2016-05-09,1718.272476196289,458.20599365234375,1734.3037033081055,462.4809875488281,1711.9912719726562,456.531005859375,1726.8112564086914,460.4830017089844,55493100
2016-05-10,1726.9425201416016,460.51800537109375,1732.2336959838867,461.9289855957031,1683.577537536621,448.9540100097656,1690.8562088012695,450.8949890136719,58956100
2016-05-11,1690.7400512695312,450.864013671875,1704.6599578857422,454.57598876953125,1690.7400512695312,450.864013671875,1697.7299880981445,452.7279968261719,50605200
2016-05-12,1696.6762161254883,452.4469909667969,1706.0587692260742,454.9490051269531,1684.6875,449.25,1705.3724670410156,454.7659912109375,59849300
2016-05-13,1705.6875228881836,454.8500061035156,1713.9562225341797,457.05499267578125,1700.4487609863281,453.4530029296875,1708.762550354004,455.6700134277344,60845000
2016-05-14,1709.3362426757812,455.822998046875,1713.134994506836,456.83599853515625,1705.4475402832031,454.7860107421875,1708.766212463379,455.6709899902344,37209000
2016-05-15,1709.0962600708008,455.7590026855469,1720.0949478149414,458.6919860839844,1707.971305847168,455.4590148925781,1715.8799743652344,457.5679931640625,28514000
2016-05-16,1715.947494506836,457.58599853515625,1718.2500457763672,458.20001220703125,1698.5437774658203,452.94500732421875,1703.111228942871,454.1629943847656,59171500
2016-05-17,1702.5337600708008,454.0090026855469,1706.5199661254883,455.0719909667969,1701.0187911987305,453.6050109863281,1701.6862106323242,453.7829895019531,64100300
2016-05-18,1701.3412857055664,453.6910095214844,1709.992446899414,455.99798583984375,1699.8712921142578,453.29901123046875,1704.8212051391602,454.6189880371094,86850096
2016-05-19,1704.4649505615234,454.52398681640625,1704.8737335205078,454.63299560546875,1645.1812362670898,438.7149963378906,1645.1812362670898,438.7149963378906,96027400
2016-05-20,1641.723747253418,437.7929992675781,1665.2024459838867,444.0539855957031,1640.2087783813477,437.3890075683594,1660.0349807739258,442.6759948730469,81987904
2016-05-21,1661.1225128173828,442.96600341796875,1664.1675567626953,443.77801513671875,1656.397476196289,441.70599365234375,1661.9549560546875,443.18798828125,42762300
2016-05-22,1662.0674514770508,443.2179870605469,1662.8512573242188,443.427001953125,1646.3812637329102,439.0350036621094,1647.4612426757812,439.322998046875,39657600
2016-05-23,1647.5549697875977,439.3479919433594,1666.2937545776367,444.3450012207031,1645.5862426757812,438.822998046875,1665.5812454223633,444.1549987792969,50582500
2016-05-24,1666.091194152832,444.2909851074219,1676.6250228881836,447.1000061035156,1664.7374725341797,443.92999267578125,1672.4287033081055,445.9809875488281,65783100
2016-05-25,1672.7325439453125,446.06201171875,1688.6175155639648,450.2980041503906,1672.7325439453125,446.06201171875,1685.9962463378906,449.5989990234375,65231000
2016-05-26,1686.2699890136719,449.6719970703125,1701.1650466918945,453.6440124511719,1679.6099853515625,447.89599609375,1700.1900100708008,453.3840026855469,65203800
2016-05-27,1700.7037353515625,453.52099609375,1793.0587005615234,478.14898681640625,1700.7037353515625,453.52099609375,1775.4899597167969,473.4639892578125,164780992
2016-05-28,1773.8587188720703,473.02899169921875,2000.5238342285156,533.4730224609375,1772.6212692260742,472.6990051269531,1987.649917602539,530.0399780273438,181199008
2016-05-29,1978.0387115478516,527.4769897460938,2077.350082397461,553.9600219726562,1920.6713104248047,512.1790161132812,1973.3736419677734,526.2329711914062,148736992
2016-05-30,1981.7662811279297,528.4710083007812,2041.3087463378906,544.3489990234375,1961.1112976074219,522.9630126953125,2001.9900512695312,533.864013671875,87958704
2016-05-31,2003.2161712646484,534.1909790039062,2049.817428588867,546.6179809570312,1952.4824523925781,520.6619873046875,1992.6974487304688,531.385986328125,138450000
2016-06-01,1991.6512298583984,531.1069946289062,2036.550064086914,543.0800170898438,1971.1349487304688,525.635986328125,2013.449935913086,536.9199829101562,86061800
2016-06-02,2011.9313049316406,536.5150146484375,2026.3199615478516,540.3519897460938,1999.0425109863281,533.0780029296875,2017.3949432373047,537.9719848632812,60378200
2016-06-03,2016.3075256347656,537.6820068359375,2154.8925018310547,574.6380004882812,2013.449935913086,536.9199829101562,2134.4773864746094,569.1939697265625,122020000
2016-06-04,2136.393814086914,569.7050170898438,2212.995071411133,590.1320190429688,2115.8924102783203,564.2379760742188,2147.7262115478516,572.7269897460938,94925296
2016-06-05,2149.9049377441406,573.3079833984375,2185.5299377441406,582.8079833984375,2134.4174194335938,569.177978515625,2156.1637115478516,574.9769897460938,68874096
2016-06-06,2154.7574615478516,574.6019897460938,2199.2623901367188,586.469970703125,2154.7574615478516,574.6019897460938,2195.763702392578,585.5369873046875,72138896
2016-06-07,2195.4187774658203,585.4450073242188,2213.471145629883,590.2589721679688,2128.1774139404297,567.5139770507812,2162.2386932373047,576.5969848632812,107770000
2016-06-08,2164.376220703125,577.1669921875,2185.646209716797,582.8389892578125,2149.237518310547,573.1300048828125,2181.1688232421875,581.64501953125,80265800
2016-06-09,2183.261260986328,582.2030029296875,2183.261260986328,582.2030029296875,2141.066207885742,570.9509887695312,2154.862518310547,574.6300048828125,71301000
2016-06-10,2159.388656616211,575.8369750976562,2171.726303100586,579.1270141601562,2149.968795776367,573.3250122070312,2165.5123901367188,577.469970703125,66991900
2016-06-11,2170.027542114258,578.6740112304688,2276.685104370117,607.1160278320312,2170.027542114258,578.6740112304688,2275.2262115478516,606.7269897460938,82357000
2016-06-12,2286.3150787353516,609.6840209960938,2568.1649780273438,684.843994140625,2276.396255493164,607.0390014648438,2522.939987182617,672.7839965820312,277084992
2016-06-13,2518.7024688720703,671.6539916992188,2685.015106201172,716.0040283203125,2491.8262481689453,664.4869995117188,2641.409912109375,704.3759765625,243295008
2016-06-14,2641.890106201172,704.5040283203125,2641.890106201172,704.5040283203125,2485.5150604248047,662.8040161132812,2570.8463287353516,685.5590209960938,186694000
2016-06-15,2571.3187408447266,685.6849975585938,2611.1361694335938,696.302978515625,2522.1036529541016,672.5609741210938,2604.2587280273438,694.468994140625,99223800
2016-06-16,2611.9612884521484,696.5230102539062,2901.4574432373047,773.7219848632812,2611.9612884521484,696.5230102539062,2873.6549377441406,766.3079833984375,271633984
2016-06-17,2881.8262481689453,768.4869995117188,2907.5850677490234,775.3560180664062,2687.0851135253906,716.5560302734375,2808.408737182617,748.9089965820312,363320992
2016-06-18,2807.834930419922,748.7559814453125,2917.4624633789062,777.989990234375,2752.2338104248047,733.9290161132812,2835.8512115478516,756.2269897460938,252718000
2016-06-19,2837.5799560546875,756.68798828125,2874.828643798828,766.6209716796875,2796.104965209961,745.6279907226562,2864.1787719726562,763.781005859375,136184992
2016-06-20,2864.7262573242188,763.927001953125,2865.31494140625,764.083984375,2747.7262115478516,732.7269897460938,2764.5975494384766,737.2260131835938,174511008
2016-06-21,2759.561233520508,735.8829956054688,2759.561233520508,735.8829956054688,2396.5125274658203,639.0700073242188,2499.9449157714844,666.6519775390625,309944000
2016-06-22,2497.181167602539,665.9149780273438,2545.012435913086,678.6699829101562,2203.0611419677734,587.4829711914062,2235.435104370117,596.1160278320312,266392992
2016-06-23,2240.4112243652344,597.4429931640625,2359.976348876953,629.3270263671875,2093.0211639404297,558.1389770507812,2339.9137115478516,623.9769897460938,253462000
2016-06-24,2345.906295776367,625.5750122070312,2556.4762115478516,681.7269897460938,2344.7698974609375,625.27197265625,2494.871292114258,665.2990112304688,224316992
2016-06-25,2494.8037719726562,665.281005859375,2593.9913177490234,691.7310180664062,2424.5963287353516,646.5590209960938,2494.211196899414,665.1229858398438,126656000
2016-06-26,2497.2413635253906,665.9310302734375,2497.4249267578125,665.97998046875,2313.5025787353516,616.9340209960938,2360.126266479492,629.3670043945312,109225000
